# yr;18*Math.pow(10,-2)-99*Math.pow(10,+3)*87*Math.pow(10,-9)/55*Math.pow(10,+5)+getVariable(7,k)*getVariable(7,k)/getVariable(7,k)*42*Math.pow(10,-2)+79*Math.pow(10,-3)-getVariable(4,k)+getVariable(9,k)*getVariable(6,k)/getVariable(1,k)*12*Math.pow(10,-4)*getVariable(6,k)+getVariable(4,k)-79*Math.pow(10,-1)/getVariable(8,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-getVariable(8,k)*getVariable(1,k)*getVariable(2,k)/42*Math.pow(10,-4)/getVariable(5,k)*getVariable(6,k)*getVariable(7,k)/35*Math.pow(10,-1)*getVariable(6,k)+1*Math.pow(10,+2)/getVariable(9,k)*getVariable(6,k)/getVariable(1,k)/48*Math.pow(10,-2)*getVariable(6,k)*getVariable(6,k)-getVariable(3,k)/getVariable(9,k)*getVariable(2,k)/getVariable(6,k);95*Math.pow(10,-2)*getVariable(7,k)-getVariable(5,k)-getVariable(4,k)+getVariable(8,k)*getVariable(8,k)*getVariable(2,k)/getVariable(7,k)/getVariable(7,k)*getVariable(6,k)-getVariable(1,k)/getVariable(5,k)/getVariable(4,k)/getVariable(4,k)/getVariable(3,k)*getVariable(1,k)/95*Math.pow(10,+5)*getVariable(8,k)+1*Math.pow(10,+1)/getVariable(3,k)*getVariable(9,k)*getVariable(5,k)/getVariable(7,k)*10*Math.pow(10,+1)/getVariable(9,k)-getVariable(3,k)/getVariable(5,k)*getVariable(2,k)/getVariable(1,k)/getVariable(8,k)/getVariable(6,k)*getVariable(1,k)/getVariable(4,k)*getVariable(7,k)+getVariable(5,k)/getVariable(7,k)*getVariable(6,k)/6*Math.pow(10,+2)/getVariable(1,k)-1*Math.pow(10,-3)*getVariable(7,k)/getVariable(4,k)/getVariable(8,k)*getVariable(7,k)/48*Math.pow(10,+1)*getVariable(8,k)/getVariable(8,k)*getVariable(7,k)+34*Math.pow(10,-3)-getVariable(8,k)*getVariable(5,k)/getVariable(4,k)+94*Math.pow(10,-2)+90*Math.pow(10,-2)+getVariable(5,k)/60*Math.pow(10,+1)*getVariable(5,k)/getVariable(7,k)*getVariable(5,k)/getVariable(7,k)*getVariable(6,k)/getVariable(7,k)*getVariable(8,k)*1*Math.pow(10,+3)/getVariable(2,k)-getVariable(7,k)/getVariable(3,k)/getVariable(3,k)*25*Math.pow(10,+2)/getVariable(2,k)/getVariable(4,k)*getVariable(7,k)-4*Math.pow(10,+8)/getVariable(6,k)/getVariable(6,k)/getVariable(4,k)/getVariable(5,k)/getVariable(4,k)/getVariable(6,k)*getVariable(2,k)+getVariable(6,k)/getVariable(5,k)/getVariable(9,k)/getVariable(8,k)/getVariable(5,k)*getVariable(6,k)/getVariable(3,k)*getVariable(6,k)/getVariable(5,k)*getVariable(6,k)/getVariable(8,k);getVariable(8,k)+getVariable(5,k)-getVariable(1,k)/getVariable(3,k)+getVariable(8,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-getVariable(2,k)/getVariable(6,k)*1*Math.pow(10,-9)*getVariable(5,k)/16*Math.pow(10,+8)*getVariable(5,k)+getVariable(7,k)*2*Math.pow(10,-2)*getVariable(8,k)+getVariable(6,k)/26*Math.pow(10,+2)/getVariable(5,k)-getVariable(3,k)/getVariable(6,k)/getVariable(1,k)*getVariable(2,k)/getVariable(7,k)*getVariable(2,k)+getVariable(3,k)-getVariable(1,k)/getVariable(3,k)-68*Math.pow(10,-3)+16*Math.pow(10,-2)-getVariable(3,k)*95*Math.pow(10,-2)-getVariable(8,k)-getVariable(2,k)*getVariable(2,k)*getVariable(2,k)*getVariable(2,k)/getVariable(6,k)/getVariable(7,k)/getVariable(7,k)/getVariable(2,k);1*Math.pow(10,-9)-getVariable(1,k)*99*Math.pow(10,+3)/35*Math.pow(10,-4)-getVariable(3,k)-getVariable(5,k)+getVariable(7,k)+getVariable(3,k)*79*Math.pow(10,-2)/getVariable(7,k)*getVariable(6,k)-getVariable(2,k)/getVariable(5,k)/getVariable(8,k)+getVariable(8,k)/getVariable(8,k)+10*Math.pow(10,-5)*getVariable(4,k)*getVariable(5,k)*getVariable(3,k)/91*Math.pow(10,+4)/getVariable(1,k)/getVariable(4,k)*getVariable(5,k)-getVariable(7,k)/getVariable(3,k)*getVariable(7,k)/getVariable(5,k)+getVariable(8,k)-86*Math.pow(10,-1)/getVariable(5,k)*getVariable(2,k)/getVariable(5,k)/getVariable(8,k)*72*Math.pow(10,+1)/getVariable(2,k)-getVariable(7,k)/getVariable(8,k)/getVariable(5,k)+getVariable(6,k)/getVariable(5,k)/getVariable(8,k)+getVariable(5,k)*getVariable(2,k)*getVariable(6,k)/getVariable(3,k)/getVariable(7,k)/getVariable(4,k);4*Math.pow(10,+4)/getVariable(2,k)/getVariable(1,k)*54*Math.pow(10,-2)-getVariable(3,k)*85*Math.pow(10,-2)*96*Math.pow(10,-2)-getVariable(5,k)+getVariable(7,k)+getVariable(5,k)/46*Math.pow(10,+1)-getVariable(2,k)*getVariable(1,k)/getVariable(3,k)/getVariable(6,k)*getVariable(7,k)/getVariable(3,k)*getVariable(7,k)/getVariable(1,k)-getVariable(2,k)/getVariable(5,k)/getVariable(8,k)-70*Math.pow(10,-2)+getVariable(8,k)-getVariable(7,k)/getVariable(5,k)/80*Math.pow(10,+3)/46*Math.pow(10,-5)*getVariable(5,k)*getVariable(1,k)*getVariable(7,k)/getVariable(5,k)*getVariable(7,k)+getVariable(7,k)/getVariable(4,k)/getVariable(4,k)*getVariable(8,k)+getVariable(8,k)+getVariable(9,k)/16*Math.pow(10,+2)/getVariable(7,k)-69*Math.pow(10,+5)/getVariable(5,k)/getVariable(8,k)/getVariable(5,k)/getVariable(5,k)/getVariable(6,k)+getVariable(6,k)/getVariable(1,k)+getVariable(6,k)/getVariable(7,k)*61*Math.pow(10,-1)-getVariable(7,k)/getVariable(5,k)/9*Math.pow(10,-1)*getVariable(3,k)/getVariable(8,k)-getVariable(7,k)*getVariable(2,k)/getVariable(3,k)*getVariable(7,k)/getVariable(3,k)/getVariable(3,k)/getVariable(5,k)/getVariable(8,k)/getVariable(4,k)*getVariable(7,k)+getVariable(2,k)/17*Math.pow(10,-1)*getVariable(6,k)/14*Math.pow(10,-4)/79*Math.pow(10,+9)*getVariable(6,k)/9*Math.pow(10,-1)/getVariable(4,k)/getVariable(9,k)*getVariable(5,k)/getVariable(7,k);
40.6;44.39925960777601;43.77221498936557;43.93924908772739;44.4627510305601;44.35848790683749;
25.1;29.578894246546795;29.39377912012128;29.624522353174918;28.41287004512452;30.244220198745367;
34.9;34.96284300746768;34.80683649222551;33.72237486854463;34.85655869049201;34.52181870146524;
15.6;20.464300066928477;22.008989961042243;21.234601676521006;20.94078567803969;21.588048086245518;
27.9;30.605089325892056;31.04500145693212;31.700623865900404;30.31617957336259;30.566875891695208;
36.6;37.42946943499259;38.8008417729842;38.9831257247513;38.16697566619044;38.521371376257264;
33.4;33.31199469343892;34.03585000305403;34.152502394837356;33.87207922115802;33.55854504862648;
50.5;47.3969167929599;45.450262594083476;44.9312307065627;48.74916208997905;46.69332438360013;
39.8;38.76150676272452;37.708941146804996;36.52509193126942;38.43544710035423;37.725599119989525;
21.9;27.5636363262215;25.27693058054003;26.812921549335517;26.845505126958884;27.094240632797682;
26.7;25.88723870099051;24.550849512481804;25.81560075225017;25.774720107380695;25.38569928571529;
40.8;38.799485538271604;40.64240164409838;39.30117246835057;40.05972860323423;40.05533974786152;
29.4;27.4285062533166;27.32115750960829;26.73077141558031;28.28463365624976;27.245082122664105;
29.4;31.50668943584138;32.4984046390718;31.978677132634317;32.6875125835579;32.5792743730882;
32.5;34.730550411919545;35.52474328447597;35.868259962874426;35.09570658404268;35.81006787715784;
28.0;24.67831969773004;25.17642349271105;24.3954529092216;25.687281802303403;24.595864172984584;
23.8;27.264996083519257;25.46469926482991;26.925631185883066;25.903291553190783;26.75488880538461;
51.6;50.73634606837138;51.43658752613649;51.263363964744535;53.451833857822365;49.947320658789835;
41.7;43.4692558631726;46.064537742855606;44.065966613262376;46.867855129076574;45.13470646230541;
28.2;26.531392147591223;25.158493531735914;27.794074659763528;27.224789040198555;26.39057665710672;
35.0;35.35120403966363;35.76413744075549;36.67737669086627;36.42863426227342;35.74287710094347;
38.1;38.82062799569009;39.3760851928094;39.45221103970904;38.95937117889148;39.57203496210173;
35.8;32.7803792478187;30.315794937901305;33.409533660812265;31.654957271004157;32.26635902333538;
31.3;33.93935460228873;32.363489075164516;33.41124579325352;32.14080334533857;32.78523069473021;
17.8;14.371257730348526;12.83824372430685;12.894882817716521;14.146280110806584;13.936884447962775;
30.9;26.100860771629517;28.451103659235084;27.829740035345587;27.765474097463702;27.91591945843982;
26.3;28.234003617396557;25.447638596172222;27.66195956239768;26.040135192703353;26.796700165382617;
31.4;30.775805599171576;29.637019976340625;30.725577836512443;29.516891001931754;30.179552093390726;
21.3;20.57506340076877;21.933489095204024;21.484267494702628;22.15518936253292;20.929073293507766;
14.6;19.410723648112818;20.622220270777508;19.012639271527792;19.963665976793145;19.96542617877788;
40.5;38.13796573270195;37.20423444622053;38.470943549415104;37.27864933289338;38.43635533876199;
37.9;33.059317105433685;33.460475383142075;32.330890076261134;33.45325853305282;33.25792668067844;
48.6;41.05517269222254;41.66704317642351;40.922226819015094;41.780474225046575;41.45143425504434;
41.0;39.15557279536781;39.04708782348186;40.07400096464951;37.592346014090175;38.72778898473485;
40.9;39.56244300700418;40.99594562121594;41.637605166940624;38.97366654503404;39.4181545092332;
40.3;44.47896970249721;44.60381736222803;46.39539914003963;46.52048014854204;46.37830024367322;
31.9;31.430130991297027;31.354078696102707;31.062562353141306;31.63285098131111;31.710988252716138;
26.6;23.78957729618045;21.858262747224824;22.570554910655034;22.090472849177942;23.42128448283793;
27.1;28.222646845813596;30.05022746998001;27.227150822668428;29.040361243830716;28.94154871836193;
21.8;27.54184277353334;23.872103335725416;26.65471669018554;23.48343759074718;24.648515944680195;
41.5;39.53450709810298;38.21836861263512;40.68713539021048;38.94260548746904;36.68265638022898;
45.3;47.70450909322809;46.59402994330493;45.29708845959015;48.44578308055605;46.919178181260435;
35.7;36.06527146278939;34.96110491360822;35.43605715180425;34.54151641009526;35.87858798399644;
42.6;43.23723474033284;43.59942990112531;42.79800448082563;43.46730040356405;42.451621323330194;
33.1;29.361089196468352;30.98565059110593;28.24424525893089;29.43254273117111;30.310588054004263;
47.3;43.49828250474098;43.177562460750096;42.79262304424677;42.37136080402749;42.58214159985437;
40.1;36.33404955251655;35.77044958812298;35.50371555019016;33.034897874303844;35.26909429661202;
25.6;24.74470264537409;24.98329019207108;25.79944102759131;24.31036915499881;25.58977523946136;
37.4;36.93662721873108;37.59107979131412;36.36593238047084;37.19561007178717;36.51857438662088;
25.9;28.38404362787085;28.572614081264934;29.07196367958109;27.73966234629284;29.171294741543427;
33.6;32.54015681117484;32.44059740968611;32.811315061999984;31.959277753449665;32.63831937977636;
39.2;40.217826042353224;41.57026840557049;41.98003816994572;40.89521186574243;40.70820792943087;
35.3;35.325198384775284;36.32128966501605;36.21048807305209;34.27487479405873;34.838812392714985;
36.9;36.94440105624631;38.979820829097264;37.66809893389186;37.752062940265866;37.053763872982344;
25.6;25.61802911718861;27.214895379650933;26.41538038827621;27.346067092167125;25.783748710414592;
30.0;29.297775762110163;26.469682282233677;31.30214084531562;28.63566427686397;28.75946351406521;
27.1;30.4402125372943;29.023393597914186;30.249585438908397;29.825881203545215;30.363501121411698;
27.6;30.870617107066263;29.07957347998256;28.368444356494106;29.257936848882977;30.00541175838044;
36.4;37.25674699531873;38.62976100829673;39.352924401555846;37.353707996633624;38.16788737091356;
21.4;23.2381404968498;23.84005650027576;23.885162673080266;23.496238563822402;23.763649177132816;
27.4;28.61053060475979;27.95579758617731;28.72821286881555;30.197598548432943;27.461226856131212;
32.7;34.252220192070915;34.40234715360744;33.528338209220955;34.62652164648009;34.808200421021894;
32.1;28.222748814955562;27.78844057544144;29.497934864379772;28.656220785615826;28.73374884337938;
36.0;34.50873775569093;32.93528365421146;33.97319881433206;32.84730305435038;34.05877764404375;
32.4;29.642328797967863;30.152316777018005;30.24065212903367;31.11706657788931;30.63534401173835;
32.7;28.52302962721772;27.69812684113213;29.585545722680962;27.954709389940696;28.908783856966146;
30.6;33.19760398625798;30.529826171398675;30.377541222734862;31.236954282521257;32.26128643855823;
32.2;32.03686499759533;30.854514389505994;31.488102433894838;29.999297087223077;31.76114457873457;
33.7;34.01685240613804;34.13392313479333;34.08775387148077;33.17770757468025;33.86719489813201;
25.7;21.9718995769086;23.722088903342772;23.200169823401513;23.395720946596867;22.845696615129448;
38.5;33.36911481140863;33.2447804336671;32.156350072213534;33.88247110895574;33.59402441946972;
20.4;21.15118358960977;22.100615520318705;19.39134221866035;21.93753063606724;21.04486510102135;
32.7;30.820488059210906;31.629198611160305;31.35144010402107;31.120768887324076;31.825324177463816;
26.8;24.03835761555236;23.908854378284403;22.272773885886636;22.38994862421621;23.48324372514992;
16.6;18.47409257822592;18.07972687281627;17.694483815667553;18.065945198256326;18.047547654231053;
35.9;34.87321689345401;34.517784892421936;33.10843706483454;33.99526029440771;34.05047095482538;
24.8;17.139454530090436;17.220986809784797;16.5562010740031;16.7834302140481;15.24973098749882;
43.7;44.905598075830206;46.41503380029315;44.805620422461246;47.24281821630595;45.68612220360505;
19.8;23.365977719411568;23.412162475258857;23.431767107431114;23.714559389883348;22.27128078797212;
46.2;37.97589523486378;38.13558695667911;39.11543799939678;36.65704163461522;38.3874780512577;
41.8;41.86695527992023;41.360586116132964;42.0893220320281;41.54687527301401;41.307714788978856;
25.2;30.605601102761497;28.957679307125126;29.297110889991746;29.369429610950093;29.960978403623802;
24.7;22.630475011697303;25.23245101624948;24.65166405353833;24.338744396577965;24.073477753040095;
37.7;37.47807734207606;38.213926228773516;39.308291002124065;37.94062395885867;38.94132737693346;
44.8;45.336074499026566;46.56480645934965;47.014036007929136;41.81409025984065;42.58129427820494;
36.1;36.298622864588;36.80646880929268;36.64877211069241;35.1001043069768;35.43595701188331;
40.7;40.496296258836544;41.333140331667686;40.135756062446134;41.387795516482825;41.20246077926661;
33.7;35.19949350625505;36.40938640257794;36.09889411840884;35.706674850341834;35.81676240208879;
13.3;17.665570859920514;17.03441595735302;17.37608051393896;17.34107428472695;15.972041489021176;
28.4;31.513307095100863;30.724110061422035;32.56516267926521;30.92839508946799;31.289490465076547;
36.6;39.418198113879654;38.72733633240062;36.86772108015398;39.10779882834697;39.02571903450914;
39.3;39.347500292235665;39.72882656495479;40.63614256238291;39.778786075709924;40.6890516686102;
42.7;42.75482107896378;43.48496893448864;45.26207015004087;41.95302638689584;43.06461544964316;
31.6;27.232339662270853;28.59334426996721;27.897872280300902;28.93672841222336;27.928583896065124;
19.9;19.838273775000214;20.764343866725667;20.91049916052696;20.50910365531319;20.355623418989104;
43.8;43.534662392448524;40.60410000586922;43.31189157200325;43.629388826483925;42.037205818904276;
