# yr;getVariable(7,k)-getVariable(5,k)+36*Math.pow(10,-1)-getVariable(4,k)-getVariable(3,k)-99*Math.pow(10,-3)*getVariable(7,k)+getVariable(3,k)*99*Math.pow(10,-3)+95*Math.pow(10,-2)+getVariable(4,k)+98*Math.pow(10,-2)-getVariable(7,k)*69*Math.pow(10,-3)+99*Math.pow(10,-3)*getVariable(3,k)+44*Math.pow(10,-3)+86*Math.pow(10,-2)+getVariable(8,k)+93*Math.pow(10,-2)*getVariable(8,k)+getVariable(8,k);45*Math.pow(10,+2)*69*Math.pow(10,-6)*getVariable(6,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-74*Math.pow(10,-1)+17*Math.pow(10,-1)*getVariable(8,k)*getVariable(8,k)+getVariable(8,k)-getVariable(8,k)+28*Math.pow(10,-3)*getVariable(7,k)-99*Math.pow(10,-4)*getVariable(1,k)+getVariable(2,k)-getVariable(2,k)+getVariable(7,k)*getVariable(8,k)*99*Math.pow(10,-5)-99*Math.pow(10,-6)*getVariable(4,k)*getVariable(2,k);getVariable(5,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-98*Math.pow(10,-4)-22*Math.pow(10,-3)+getVariable(8,k)*getVariable(8,k)-getVariable(2,k)*55*Math.pow(10,-5)*89*Math.pow(10,-3)*getVariable(3,k)*getVariable(5,k)+getVariable(6,k)*getVariable(6,k)*99*Math.pow(10,-8)*getVariable(2,k)+getVariable(8,k)*getVariable(6,k)*getVariable(7,k)*99*Math.pow(10,-6)+getVariable(6,k)*getVariable(2,k)*99*Math.pow(10,-6)*getVariable(6,k)*99*Math.pow(10,-4)-getVariable(5,k)*87*Math.pow(10,-5)*getVariable(5,k);22*Math.pow(10,-2)*getVariable(6,k)*getVariable(8,k);getVariable(7,k)-getVariable(3,k)-99*Math.pow(10,-2)-getVariable(5,k)*69*Math.pow(10,-2)+getVariable(8,k)-getVariable(7,k)*99*Math.pow(10,-5)*getVariable(7,k)*getVariable(7,k)*96*Math.pow(10,-4)-getVariable(2,k)*99*Math.pow(10,-4)+99*Math.pow(10,-3)*getVariable(5,k)-getVariable(7,k)*22*Math.pow(10,-4)+getVariable(8,k)*getVariable(8,k)-99*Math.pow(10,-2)-getVariable(2,k)*57*Math.pow(10,-4)+getVariable(3,k)*99*Math.pow(10,-3)-4*Math.pow(10,-2)*getVariable(7,k);63*Math.pow(10,-2)*getVariable(7,k)-getVariable(4,k)*90*Math.pow(10,-2)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)-getVariable(1,k)*getVariable(7,k)*getVariable(8,k)*39*Math.pow(10,-5)*getVariable(7,k)*getVariable(7,k)*84*Math.pow(10,-6)-getVariable(2,k)*34*Math.pow(10,-6)*getVariable(2,k)-96*Math.pow(10,-2)+getVariable(1,k)-85*Math.pow(10,-3)-getVariable(1,k)+getVariable(4,k)-getVariable(4,k)+getVariable(6,k)*getVariable(6,k)*99*Math.pow(10,-8)*getVariable(4,k)*getVariable(8,k)*99*Math.pow(10,-3)*getVariable(8,k)*getVariable(4,k);75*Math.pow(10,-1)+getVariable(5,k)*getVariable(8,k)*6*Math.pow(10,-1)-22*Math.pow(10,-1)*getVariable(8,k)*getVariable(8,k)-getVariable(6,k)-getVariable(2,k)-99*Math.pow(10,-2)+getVariable(2,k)+99*Math.pow(10,-4)*getVariable(6,k)*getVariable(6,k)*99*Math.pow(10,-4)+getVariable(6,k)+44*Math.pow(10,-3)*getVariable(9,k);84*Math.pow(10,-4)+56*Math.pow(10,-2)*getVariable(7,k)-getVariable(4,k)+78*Math.pow(10,-1)*getVariable(8,k)-getVariable(1,k)*getVariable(8,k)*getVariable(7,k)*getVariable(7,k)*getVariable(8,k)*99*Math.pow(10,-8)+getVariable(8,k)+getVariable(9,k)*getVariable(9,k)*85*Math.pow(10,-5)-90*Math.pow(10,-2)-getVariable(1,k)+getVariable(1,k)+99*Math.pow(10,-5)*getVariable(6,k);26*Math.pow(10,-2)*getVariable(6,k)+getVariable(8,k)*getVariable(8,k)*getVariable(8,k)*16*Math.pow(10,-1)+getVariable(7,k)*getVariable(7,k)*getVariable(7,k)*98*Math.pow(10,-8)*getVariable(8,k)+98*Math.pow(10,-2)*getVariable(3,k)-getVariable(3,k)-getVariable(2,k)*99*Math.pow(10,-5)*getVariable(8,k)*95*Math.pow(10,-1)+99*Math.pow(10,-3)+getVariable(8,k)+94*Math.pow(10,-3)+99*Math.pow(10,-4)*getVariable(6,k)+getVariable(3,k)+99*Math.pow(10,-3)+99*Math.pow(10,-3)-getVariable(3,k)-99*Math.pow(10,-5)*getVariable(2,k)*30*Math.pow(10,-3)*getVariable(2,k)+getVariable(6,k)-getVariable(6,k);67*Math.pow(10,-2)*getVariable(7,k)-getVariable(3,k)*99*Math.pow(10,-3)-getVariable(5,k)+getVariable(3,k)-getVariable(3,k)+getVariable(8,k)*getVariable(8,k)-91*Math.pow(10,-2)-91*Math.pow(10,-1)+getVariable(8,k)*99*Math.pow(10,-3)*getVariable(5,k)+94*Math.pow(10,-4)*getVariable(6,k)-getVariable(2,k)*99*Math.pow(10,-8)*getVariable(2,k)*97*Math.pow(10,-1)+getVariable(6,k)*54*Math.pow(10,-5)*getVariable(9,k);
39.8;40.82679999999998;40.91362176000001;44.442621094060804;44.616;41.160573705215995;41.162991940124904;50.09373489960001;39.764260216960004;41.39251807616;41.64041573888;
19.7;20.923999999999992;21.434658000000002;21.0661974451877;17.622;20.072854624000005;18.52793800732401;22.446833140099994;17.961942199000006;21.811745607000006;23.374361284129996;
32.2;27.781399999999987;35.4002198;34.149970406357994;37.443999999999996;28.964788042495993;32.894090249107904;32.359789400099984;33.10943764512001;35.00563309696;29.444500708000003;
29.9;28.292599999999997;27.617783759999995;28.631903989467403;21.802;29.962978356736002;27.531611246712377;26.544537588100003;28.078991758720008;27.70957130767998;25.445737616520013;
17.9;15.511199999999995;21.74667846000002;22.348429746228803;17.864;15.841367536895994;20.431104342113414;26.77222305439999;21.913876909680006;21.913334507480002;21.880345922130005;
26.7;17.80560000000001;27.38437952000001;26.290216029544794;22.022;19.297066089984003;18.737645713761037;27.80806118010002;18.747011771280018;27.18214500592002;21.33866356288001;
32.3;30.45459999999999;34.18694120000001;33.05342244906;35.64;31.121101784032003;32.81305507174234;29.473043609999987;32.51964670336002;34.009073237319996;30.063777160519994;
20.1;22.7696;23.225970400000016;23.912891754760004;18.81;22.817025689344007;23.358472588362922;25.650477602499997;24.05790416680001;23.502767458720015;25.296041297920013;
30.2;26.601599999999994;28.799335650000017;28.2657380531821;22.594;26.902835287552;29.323282868280604;28.8877398929;30.04249257904001;28.63184417276001;29.067113127970003;
30.7;32.26979999999999;29.701560850000018;28.8595224100496;23.188000000000002;31.506835772415997;32.03601289990212;27.74280877159999;31.238137662240007;29.526358801079994;31.28363817117001;
44.4;72.229;44.58158679999998;34.9074174450964;49.324;59.678942627744;46.05851067031922;29.241633844100004;49.84851894175999;46.027371008439985;67.13540247952001;
28.0;23.51199999999999;25.746070589999977;27.912900545582502;20.57;24.988699295999997;26.123065052725035;27.898827922500004;25.453210749;25.82703292700002;23.629520684530004;
24.9;33.56339999999999;32.07304250000001;29.511281496995004;32.78;32.398407488000004;28.16071914567851;26.025980002499978;28.99904666400001;31.965273811999992;34.159737284680006;
28.6;27.23519999999999;27.030899020000014;27.352673600937205;21.428;27.76924551683199;28.68012398590958;27.431797347600014;29.036463655370007;26.954947010660007;27.259123575729994;
42.6;42.700999999999986;37.431548650000025;40.1960719437045;39.556000000000004;42.465544081696;42.621917776790944;41.8021178001;42.423912491799996;38.066616638960014;41.74044398925001;
41.4;36.605999999999995;39.018637919999996;38.1998591157376;42.152;37.60472368476799;39.646055110696956;37.4015004964;38.32893756828002;38.701811466679985;36.121671352320014;
31.7;30.515199999999993;32.044624600000006;34.18928730104759;32.604;31.774344473375997;32.91916290216793;33.0921542881;33.238024831640004;32.17386458876001;30.680564847519992;
19.1;18.130599999999987;22.18370540000001;23.9516248477696;18.194;18.908708586271995;20.272919814618234;26.220318812900004;19.862509218040017;22.519936698859993;21.550930494720003;
31.1;33.61099999999999;32.798798;35.83768919328;33.44;35.37073208355199;37.05646701116196;34.55210575999998;38.425117821560015;33.06950359652001;32.101375766280015;
28.3;26.107599999999998;29.358230799999994;29.1207427036382;23.122;27.015889805983992;28.37664420974503;30.220619440100027;30.00447159427001;29.050283783419985;28.126372430280014;
41.4;36.42439999999999;39.73468672;40.92245413097161;42.988;36.916487342847994;41.68923291406177;44.07753387290001;39.84787146544001;39.85811601248001;38.132556479520005;
41.1;33.90259999999999;36.188865699999994;36.22179510557999;38.28;35.270488;35.99153522341001;35.25583768999998;36.6789787;36.032057092;33.99354332308001;
45.5;30.340199999999992;38.43793796;40.678533473144995;41.58;33.983523890432;35.66177880406171;40.90525380249998;34.80075052512;38.09689906032;29.76444641268001;
29.1;26.11299999999999;30.464809299999995;31.3201409771264;23.848000000000003;27.056796133087992;31.446590288246018;32.46567238559999;32.210020400310015;30.151508293939997;28.01156959092001;
47.0;36.979199999999985;42.755675100000005;45.010300169482306;47.123999999999995;38.345580491551985;44.06178441140719;50.17421488409999;42.29878542652;42.75984028152001;38.77237044773001;
15.9;23.290999999999997;18.174071600000012;18.611730026667505;15.290000000000001;21.421477899807993;17.74868600628427;19.523412802499987;17.38769543081001;18.961042341539994;23.908415575729993;
31.7;21.085599999999996;29.58563132000001;34.406163796971796;23.298000000000002;25.524350684672;26.260556079857263;32.71316352809998;26.124674394480017;29.432871127360016;20.211195865480008;
45.9;39.691999999999986;39.982400080000005;42.859073494612794;43.252;40.777607160832005;42.961019955564424;45.865059848899975;42.77792773536001;40.29686234432002;39.770356154880005;
43.1;46.200399999999995;40.44427631;41.607328047327506;43.78;45.16476201446399;45.07967790042898;43.16032350249998;45.83864725888;40.893918935640016;44.595421085569996;
43.3;45.28919999999997;45.278027400000006;41.176776964364805;50.864;44.244147284191996;43.374186378570634;41.02774291359998;41.146015330679994;44.759525457920006;45.08545991253002;
46.5;41.189799999999984;39.17484856000001;39.80995514790641;42.152;40.851467342848004;42.42269360347995;40.92150049640001;41.144115764800006;39.33681919247998;40.441904587720025;
22.9;20.962000000000007;25.021445640000007;26.326089917856603;20.086;22.528033068704;21.500335254432706;26.594980976899993;22.99316096539001;25.265260433020003;22.269076234120007;
15.9;16.621599999999997;23.487060960000015;28.250270888815006;19.03;19.607308941312;22.556109492763714;29.76733532249999;24.130866647760012;23.860648906560016;19.40418885492;
27.3;24.982799999999994;26.177896169999986;25.270934507027505;20.79;24.659081960191997;27.38308315033419;27.309253802499995;27.867153421440005;26.016079715960004;28.115546393569996;
45.6;39.283599999999986;41.56708330000001;42.4058135459041;45.628;40.250295769952004;41.7994613334959;45.16796915689999;41.12359878380001;41.53148195151998;40.21360983637001;
41.8;34.05039999999999;33.949980190000005;36.37412827059751;34.98;36.015347536895995;37.19849095819056;34.46544770249999;38.514671754720005;34.26916802396002;32.31125773717;
26.2;28.158199999999997;29.690164800000012;32.621872534830004;29.26;29.227930668287996;32.23155469377717;31.883424722500003;35.22864659872001;30.029247410880004;29.508932926880007;
29.1;29.721799999999984;26.053152079999993;25.216565127671196;20.724;29.18069951513599;27.116561576437658;25.711705456399976;27.919573379000006;26.07746271868001;29.74073815733001;
35.1;32.94039999999999;33.430459799999994;30.944206612250014;25.85;32.071424248928;32.067259200962766;29.595150562499967;30.93051038992;32.81061186713998;32.10422995088;
40.6;42.548999999999985;42.97475299999999;42.106285545515206;47.608000000000004;43.556445107296;41.605420594195245;41.9894265924;39.73492945020001;42.70457098196;40.99674692687999;
25.1;28.872800000000005;28.696383920000017;31.047180928135802;22.594;30.23197826918401;29.16629144567106;29.647739892899985;28.55212358512001;28.696933701920003;27.008507911880017;
34.9;37.000999999999976;33.70824765;35.2272936492;34.76;37.92854501577599;35.092747053476884;33.78168040999999;35.5758598304;33.81483678976001;35.043297279250005;
15.6;23.473000000000003;21.088976000000002;25.121017796437503;17.27;24.496346089983998;24.349360096193905;25.06196212249998;24.30263139468001;21.77002676891999;22.75930583125001;
27.9;29.274599999999996;31.925855200000004;32.0379406273278;32.516000000000005;29.830018975231997;29.6486332490297;28.373253192099977;29.382431760960003;32.06207614832002;29.055207766280006;
36.6;35.787600000000005;37.965981359999994;37.169477926543195;40.744;36.64627559958399;37.89253802240026;36.45041222759999;36.83205668852001;37.72608668084001;35.95024341428;
33.4;33.67239999999998;35.04201719000002;29.991518019095903;27.081999999999997;31.798896841471983;32.67789960479457;29.5072053161;32.70264648543999;34.19176384235999;34.43654168116999;
50.5;53.48419999999998;43.304011049999986;43.40448559632;47.52;51.279366899871995;48.63567724786895;43.64518863999999;50.520901125600005;43.87670886472;49.87931563013001;
39.8;40.65579999999998;34.28283615000001;38.7778228235515;35.156000000000006;41.77315736601599;41.88641015886155;39.66769682010001;43.85967056528001;34.904869947159995;38.72908754325;
21.9;27.693799999999992;26.049867600000006;24.532158851471998;20.768;26.642124834335988;24.783343887654663;26.563402393600015;25.63988027186001;26.054398235180003;30.560287613;
26.7;21.800800000000002;25.950605709999998;27.014133882699202;20.768;23.226755101664;23.56469627096945;28.259402393599995;24.702658030780018;25.971715971820004;24.017479575730007;
40.8;43.87499999999998;39.541644000000005;36.855218762938804;42.812;41.048361657567995;40.29787367986191;38.389889092900006;38.412899026960005;39.528405928680016;44.96176333648002;
29.4;25.700999999999993;25.836664600000002;25.5056550593975;20.57;25.9194685;26.91192649387251;26.53082792250001;28.589900618750015;25.826302950500008;27.25021015837;
29.4;31.95539999999998;30.378670159999995;29.4817101351152;23.716;32.660072886752;31.251750133571903;27.98495852840001;32.75750004193;30.106178830259992;30.15675162448;
32.5;35.7292;34.57962274000002;33.013676615842805;35.992;35.46800071900799;35.085734098065515;29.837808432399974;34.37004563440001;34.56071504808001;35.28211613973;
28.0;23.307799999999993;24.702703679999996;25.436140190000003;19.8;23.652175199744;26.687433867647115;26.851881000000006;26.59854100720001;24.760706270720007;25.40416954432001;
23.8;23.4914;26.5565128;26.616396226432002;21.164;23.758732000000002;24.859961902246567;27.713027664399988;23.510696900000003;26.54874770000002;25.817230547999998;
51.6;57.49159999999999;49.83134559999999;50.4248157386076;56.364;49.09963393993601;48.682219813209386;55.7903058761;54.82036779264;51.78181254436001;57.15099047632002;
41.7;44.93039999999999;43.224816000000004;39.017432593799995;47.74;41.87036727452799;44.77614383944446;40.31979822249999;42.88281706928001;43.06331401628003;46.63632492800001;
28.2;24.2142;27.22607634999999;25.244432786152498;21.67;24.101278352288002;22.83539656781158;26.424917522499996;22.79629330621001;27.082966909940026;27.090084133969995;
35.0;39.14819999999999;39.158881000000015;32.684013418416605;29.986000000000004;36.48375848399999;34.779229179336504;31.17079939689998;36.78537614275;38.01473709550001;39.29253406611999;
38.1;36.85819999999998;37.92786599999999;37.76168796799501;40.612;37.869130684672;38.688570797140606;37.5409756129;38.73188290752001;37.807434050719976;37.020465925;
35.8;27.938799999999993;33.53396990000001;33.37462369542501;26.07;29.64159313200001;29.013690759872517;32.54228092249996;29.79450966175001;32.968441672500006;28.52675181300002;
31.3;32.7978;34.515242480000005;33.5228849896372;26.664;32.066523093664;34.81669947677746;33.58971201439997;36.57034795833;33.92668243682003;33.29219236693001;
17.8;21.914599999999997;16.327165749999992;20.759063429098;13.948;21.422461784031995;19.54465072574039;21.663957075600006;19.27513266698001;17.45775291965999;22.227218389249998;
30.9;27.162599999999987;25.092153499999984;28.6169544357575;19.998;28.95188622454401;28.030532687760868;27.219838008100005;28.487827976120006;25.48442433922;24.94588558125001;
26.3;31.178800000000003;30.27774355;29.160873269939206;30.272;30.41157796710401;28.356844593133324;24.6739244544;29.30291292224001;30.38657864604002;30.65574956653001;
31.4;35.822399999999995;31.398149500000006;30.60541233204;31.68;35.222799565087996;30.80843982024626;25.73808383999999;30.31488311624001;31.57538302488001;33.36396715717;
21.3;20.547999999999995;21.745137000000017;23.751476369216004;17.776;21.15443291545599;21.528027148021;24.225872006399985;21.380115236480005;22.23414997328001;21.624176716999994;
14.6;24.277600000000003;20.029839879999997;22.3952375811029;16.522;23.941678715904;22.789282427726103;22.858777380099994;22.295182241120006;20.68761276651999;24.20038998077001;
40.5;37.77999999999999;38.82928148;38.51356840634261;42.108000000000004;38.60829199999999;35.896420536850385;39.5356236049;34.31797050000001;38.56830502800001;38.17033343572001;
37.9;34.671599999999984;32.96336745;34.1672117563905;33.748000000000005;35.047865819231994;34.306749858590265;32.97458204889999;33.38304250492001;33.03988351632002;34.25511641925;
48.6;39.35539999999999;40.25175900000002;38.343300096675;43.78;38.621664288000005;41.24381015965801;40.612323502500004;40.95551807200002;40.004135579999996;41.990471933;
41.0;33.008999999999986;38.784951000000014;38.594298601374994;42.02;34.79623964860799;36.024740072831186;37.92787570250001;33.27014715456001;38.525770367079986;33.142657925000016;
40.9;34.129999999999995;41.13401475000002;41.56839648474151;45.188;35.730664166303995;40.401647864937495;45.187739892899984;39.13615567068001;40.833998841040014;36.77144820325002;
40.3;52.04119999999999;46.81843456000001;44.8084804028;52.8;49.533931417087985;46.13715556509675;45.273344;45.654306858720005;47.042178398880026;49.579377407879996;
31.9;31.352599999999992;30.57645392999999;29.6751495416525;23.87;30.78044315417601;31.644024604885022;29.551798222499983;31.497794548160012;30.252668669879995;31.351767463170006;
26.6;26.512799999999995;24.60472939999999;23.89831335439;19.91;26.299269663999993;19.955342182289627;25.112726402499987;21.032177664000013;24.711008208000024;26.865142857120002;
