# yr;getVariable(7,k)-getVariable(3,k)-50*Math.pow(10,-2)*getVariable(4,k)-57*Math.pow(10,-5)*getVariable(7,k)*getVariable(7,k)/getVariable(3,k)*getVariable(1,k)+getVariable(6,k)/getVariable(1,k)*getVariable(6,k)/43*Math.pow(10,+6)/94*Math.pow(10,-9)/getVariable(1,k)*getVariable(3,k)*getVariable(6,k)*56*Math.pow(10,+2)-55*Math.pow(10,+1)/3*Math.pow(10,-2)*getVariable(2,k)/getVariable(3,k);65*Math.pow(10,+3)/getVariable(3,k)/getVariable(2,k)-getVariable(5,k)-getVariable(4,k)-getVariable(7,k)/getVariable(5,k)+getVariable(7,k)-getVariable(7,k)/getVariable(4,k)/getVariable(5,k)*getVariable(7,k)+getVariable(6,k)/getVariable(1,k)*getVariable(6,k)/getVariable(7,k)*getVariable(6,k)/getVariable(4,k)*getVariable(6,k)/getVariable(1,k)-getVariable(7,k)*3*Math.pow(10,-6)*getVariable(1,k)*getVariable(7,k)-62*Math.pow(10,-1)/getVariable(6,k);getVariable(4,k)+getVariable(2,k)/getVariable(3,k)-getVariable(1,k)/getVariable(3,k)-getVariable(1,k)/getVariable(4,k)+getVariable(6,k)/getVariable(5,k)*getVariable(4,k)/19*Math.pow(10,+8)/42*Math.pow(10,-6)+getVariable(6,k)/getVariable(1,k)+4*Math.pow(10,+1)-getVariable(2,k)/getVariable(7,k)*getVariable(4,k)+getVariable(7,k)/getVariable(4,k)*getVariable(6,k)/getVariable(1,k)-getVariable(1,k)/getVariable(4,k)-getVariable(2,k)/getVariable(5,k)/getVariable(5,k)+71*Math.pow(10,-5)*getVariable(4,k)*getVariable(4,k)/getVariable(9,k);getVariable(7,k)*43*Math.pow(10,-2)-getVariable(3,k)/getVariable(7,k)*getVariable(3,k)*getVariable(1,k)/getVariable(6,k)-getVariable(2,k)/getVariable(3,k)+getVariable(7,k)/getVariable(1,k)/getVariable(4,k)*getVariable(7,k)/getVariable(1,k)*getVariable(7,k)+47*Math.pow(10,-1)/getVariable(9,k)-getVariable(2,k)/getVariable(3,k)+getVariable(6,k)/getVariable(1,k)/getVariable(4,k)*getVariable(6,k)*getVariable(3,k)/getVariable(4,k)+99*Math.pow(10,-4)*getVariable(9,k);38*Math.pow(10,+8)/42*Math.pow(10,-2)*80*Math.pow(10,-8)*getVariable(7,k)+61*Math.pow(10,+1)/getVariable(1,k)-getVariable(4,k)+getVariable(6,k)/getVariable(5,k)-61*Math.pow(10,-3)*43*Math.pow(10,+1)*getVariable(1,k)/getVariable(6,k)-getVariable(2,k)/getVariable(9,k)/getVariable(5,k)+51*Math.pow(10,-2)*getVariable(2,k)/getVariable(4,k)/getVariable(1,k)+getVariable(2,k)/getVariable(7,k)/getVariable(2,k)*getVariable(6,k)+getVariable(4,k)*79*Math.pow(10,-6)*getVariable(4,k)*getVariable(4,k);getVariable(7,k)-getVariable(4,k)-getVariable(5,k)*getVariable(1,k)/getVariable(6,k)-getVariable(7,k)/getVariable(5,k)*getVariable(7,k)/getVariable(4,k)+getVariable(5,k)*99*Math.pow(10,-3)-getVariable(2,k)/getVariable(6,k)+getVariable(6,k)/getVariable(3,k)-getVariable(7,k)*1*Math.pow(10,-4)*getVariable(7,k)/getVariable(4,k)/getVariable(5,k)/getVariable(3,k)/getVariable(5,k)*getVariable(6,k)*getVariable(7,k)*getVariable(6,k)/getVariable(4,k)*16*Math.pow(10,-1)*getVariable(6,k)*getVariable(6,k)/getVariable(2,k)+95*Math.pow(10,-1)/getVariable(3,k);83*Math.pow(10,+2)*getVariable(7,k)/getVariable(2,k)/getVariable(2,k)+getVariable(7,k)*getVariable(2,k)/4*Math.pow(10,-1)/getVariable(5,k)-getVariable(2,k)/getVariable(6,k)*getVariable(2,k)/getVariable(6,k)*getVariable(2,k)/getVariable(4,k)*getVariable(1,k)/getVariable(7,k)-getVariable(1,k)*getVariable(6,k)/getVariable(3,k)/getVariable(2,k)/getVariable(2,k)*getVariable(6,k)/getVariable(2,k)/getVariable(3,k)/getVariable(3,k)/getVariable(3,k)/getVariable(4,k)*4*Math.pow(10,+6)*getVariable(6,k)+92*Math.pow(10,-5)*getVariable(7,k);66*Math.pow(10,-2)*getVariable(7,k)-getVariable(4,k)/getVariable(4,k)*12*Math.pow(10,-1)*getVariable(4,k)*getVariable(1,k)/getVariable(6,k)+90*Math.pow(10,-5)*getVariable(7,k)*getVariable(4,k)/getVariable(9,k)*getVariable(4,k)-99*Math.pow(10,+1)/getVariable(9,k)/getVariable(4,k)/getVariable(4,k)*getVariable(2,k)+getVariable(4,k)/getVariable(1,k)*93*Math.pow(10,+2)/getVariable(2,k)/getVariable(3,k);getVariable(7,k)*29*Math.pow(10,-2)-80*Math.pow(10,-2)/getVariable(3,k)*getVariable(6,k)+getVariable(7,k)/getVariable(4,k)/getVariable(4,k)*getVariable(7,k)-getVariable(2,k)/getVariable(6,k)/getVariable(5,k)*getVariable(2,k)+getVariable(7,k)/getVariable(5,k)*getVariable(2,k)/getVariable(4,k)-getVariable(2,k)/getVariable(6,k)*getVariable(1,k)/getVariable(4,k)*getVariable(1,k)/getVariable(4,k)+getVariable(2,k)/getVariable(1,k)/getVariable(3,k)*getVariable(6,k)/getVariable(1,k)*getVariable(7,k)-getVariable(2,k)*getVariable(2,k)/getVariable(4,k)/getVariable(6,k)+getVariable(1,k)/getVariable(2,k);18*Math.pow(10,+2)/getVariable(2,k)-getVariable(3,k)+getVariable(7,k)*6*Math.pow(10,-1)+57*Math.pow(10,-2)-getVariable(2,k)/getVariable(6,k)-getVariable(1,k)/14*Math.pow(10,-2)*getVariable(2,k)*getVariable(5,k)/getVariable(3,k)+getVariable(6,k)/getVariable(1,k)/getVariable(6,k)/getVariable(4,k)*getVariable(3,k)*1*Math.pow(10,+5)*getVariable(3,k)/getVariable(4,k)/17*Math.pow(10,-5)*getVariable(6,k)*getVariable(6,k)+getVariable(3,k)/getVariable(2,k)/getVariable(9,k)*getVariable(6,k);
29.9;34.32791585265648;33.527932516482984;35.245582851541364;32.93235988421509;32.14651637699844;32.80933174235118;34.92377029334979;34.02941426705777;34.32816112051105;34.703943387243854;
17.9;17.126254815838273;18.471701516075566;14.035665420237937;17.270518876627918;20.81687967747147;19.918119885718106;15.662287978456826;19.72935435353;18.662558748770813;17.15192945266575;
26.7;17.01791501900472;16.41057660656014;14.966540342926427;17.930214823459522;17.04097426759936;16.155623368053348;20.058314448683287;15.609642334077682;19.953215975950783;18.344706607078706;
32.3;32.05530391777166;33.75645244445332;33.878292401829896;33.322417126253306;33.898854258212076;32.23467579330221;33.28404059286534;31.716653145848856;34.70051518816932;33.48229882384155;
20.1;23.61575644141036;24.40991443609574;23.87323779076285;23.744092594219314;24.584289480492195;25.329279309255007;24.86971707841626;24.39785405852487;24.670085996286403;24.044903041518047;
30.2;33.004526025053195;30.62832644415297;34.45013219113206;31.846536066103734;32.33088625224368;33.11584785403862;35.3924660068468;33.41839168643804;33.558622642547206;31.645985416003164;
30.7;35.013679316207494;34.06633949087038;36.02910846124205;33.77401881997559;33.928946959051515;35.17862303682248;36.05893247102214;35.21505662253969;34.5994602202433;34.54462879120178;
44.4;45.36438713726993;55.49417024064339;54.8756300147838;48.081818122030995;49.693371464524866;44.30046347759451;58.51649944029282;45.78256003894092;51.61250875547656;53.476308940675565;
28.0;26.82554917132593;24.884885543021863;25.565231294018666;26.217609084831928;25.676034106647915;25.435220507454122;25.60243200550084;25.935482617232832;26.25529313096852;26.45797075884295;
24.9;27.457240017384514;28.563092863255008;29.068193705275267;30.609556115173316;30.720160718244774;28.08712417062658;32.29637596627842;30.525124971544273;30.485890741988662;28.4563748982494;
28.6;29.924647545571375;29.740610632453702;28.877191942366423;28.917668099449205;29.192868901351986;30.207732846432577;27.61406762556874;29.45651679891903;28.69489915183621;29.318438306273656;
42.6;42.027052810057526;40.9577711243662;41.52618864726906;40.50795028308054;38.94757887697433;40.54374304670168;43.24140575528855;39.1345625724451;39.763610067599615;40.89292491780205;
41.4;39.46928303789085;38.35591088355505;38.54463113035276;37.7286731810817;37.66422689946459;38.67764868602571;37.60688078692343;38.51504655149767;38.87586160793792;38.576125713174996;
31.7;28.538495645438303;30.087168928270625;29.968901950999488;29.517126687497317;29.207101380408833;29.382045397760784;28.579850416284515;28.499127996010404;28.217137146203573;29.900313610985634;
19.1;17.71029067357457;18.269806149607486;16.173071278767036;17.40772463720012;18.329865368510053;17.51114965334654;18.12790997617311;16.634267873583088;18.94679246213601;18.657785576201054;
31.1;34.78666769634317;36.074616004013464;35.75858926707105;35.544360531838315;35.08360976718929;34.57605094004691;33.398243465240874;34.106724281705624;34.675891689308315;35.59493748619753;
28.3;28.9479550085262;27.532489042548043;28.06411471697422;28.506610697079637;28.269974688631606;28.16943111811134;27.846964631803186;27.83691708838785;28.34659218886971;27.62512768587478;
41.4;39.30016376143044;36.87456284416684;39.06678376225175;37.58601436753186;37.45599430709322;38.42070386320629;39.852402858426586;38.81427254393451;37.73556539634852;38.09058592865853;
41.1;36.59193578750796;35.84769090433706;36.86703755284556;36.272462975827935;35.76863433215791;35.62424120320219;36.58602011174037;36.71302449175979;37.57221010324523;36.045325684238655;
45.5;35.890914926973146;33.150312893935116;35.21608623993443;34.44604004403989;33.40222077965252;33.455706225647326;34.86472154837038;35.33249190505296;35.90978325077653;35.450673582533796;
29.1;30.30625267711701;28.031957500107413;29.691968275160672;29.712336047018407;30.074675950229526;27.49568072667701;28.92918223764034;28.52069096292603;28.9249354346341;27.949366021129578;
47.0;44.18738801186154;38.22285468598971;41.09361426410937;42.153769508196255;41.831371407750694;41.808912454289754;41.56086415757665;43.60348230153954;41.52633559603489;40.788123596752335;
15.9;18.813877523894384;22.296218487581434;18.37176284588896;22.351987164194796;23.912791492038618;22.87296616754675;21.55825314042206;22.973928756997903;19.788642698673687;21.51280884088307;
31.7;29.668032803641395;22.500984354213806;28.363437888513605;29.71577036106665;26.996934197063283;24.484315832365013;29.572021649747505;28.41338416045555;29.249414380144447;28.089262539188315;
45.9;41.9102702485398;39.59604612629692;41.0090036356588;40.385096074740396;39.219451349849344;39.88272630535996;42.20413981108209;40.03526591782157;39.640405445759825;40.52125823037294;
43.1;43.845470599991;44.62361195777718;42.027716795579046;42.44185335708505;41.98267859653885;43.07869018219194;42.237781763061164;42.04022790586893;41.41250140488688;43.18021370447368;
43.3;44.11370613052952;42.75934960575677;43.30982627715847;41.796023005284866;41.70189720564842;42.70938976151122;41.67588412803551;43.44118092430025;43.11741209393215;42.30515884318366;
46.5;40.7640498035372;39.978773561508575;39.3975440393719;39.05476351860539;38.62205426104961;40.37244542911074;39.01053674158328;39.16434220237628;38.6599878476397;39.88883268078654;
22.9;26.892661095110547;24.69142647843808;27.485769265970138;27.39337603007858;26.707413975552257;26.40054349624918;30.160186510989554;28.639433003825598;29.052992673741752;27.403014196919496;
15.9;22.826638974182007;19.403728148357064;22.426329053783935;23.119807624511125;22.394688478174544;20.373196883380633;23.987669410492174;22.598812857377148;23.744169254059553;22.824419446247997;
27.3;29.700939976716256;28.29621264631254;27.62977690741429;28.937613831520025;30.643132448843;31.491852904568226;27.774154891773378;31.22107087086285;30.034971524138527;27.73289419599672;
45.6;40.701640402192;38.17930394766429;40.31271084103967;39.31315750297662;38.19139385493531;39.21676538233918;40.73762615406138;39.32106381272994;39.152412814227134;39.23783578571616;
41.8;38.7130648586828;39.02022435127113;40.40668873554877;39.97235219398203;38.770104444697225;37.07701674392988;40.859683777857924;38.10720064822936;40.857362295906334;39.07689102907557;
26.2;27.34698214780776;30.07130344111084;30.194110967854662;30.908743101411655;31.31768846744657;29.262834808216677;27.646241662272594;30.007995122135302;28.002094265304173;29.00192625225711;
29.1;30.15682309723898;30.518366012416497;29.821530404271325;29.572627703795373;29.623268257358188;31.35788982167943;29.591849156923242;30.053153896749432;30.069335931226473;29.893101207449703;
35.1;36.37202663534187;33.42570327190816;36.05173559833905;35.564659684009726;35.653208391855834;36.06786169255612;35.67708022084993;37.792583042999674;36.11715672652427;34.73791934740693;
40.6;44.127820875819495;41.18872106359086;43.55437650106636;41.51137244187196;40.241171396062825;41.34417226238664;42.940242587229804;42.713828931308285;43.134047344652245;42.39559246068458;
25.1;30.728632025757054;28.462491702848922;31.362091396581242;30.622117752283064;28.518292415218212;27.935770094098974;31.621947428824924;28.6427671282925;29.964010459449558;30.47432754718334;
34.9;34.85757268109601;34.56176862616231;34.35921797595594;35.25283294566994;34.02672849205608;34.33701438319122;33.67760847323405;34.36858538573911;35.11166190513612;34.882527949133554;
15.6;24.453547265270913;25.268112017041865;25.056370869036897;24.221096129168604;23.63876343787159;24.060293878623188;23.832081447870024;22.96514555570793;23.268178561696466;25.687790555784826;
27.9;28.369486652342676;29.9450475478226;31.764167636820698;31.29031631985872;31.354631447576022;28.969038922831317;33.38689126291622;30.144961197798303;31.909925265364087;30.388562385334353;
36.6;36.931831199209036;36.24298779886445;37.332161413779936;35.74265447573934;35.42129750013384;36.60277418530522;37.09929948010648;36.49916279802645;36.86469389240323;36.42931740374969;
33.4;33.143277719556835;34.1812327562704;34.11317229607955;33.15263497408538;34.42331028032881;34.598289053403136;33.01718839031735;34.02602080939222;33.224579616469605;32.42724184286696;
50.5;51.0427244805122;52.004523633556495;47.97324970577007;49.61416377717969;49.53513938046859;49.37146035551452;48.94390894418441;50.58088496961189;50.26609745381277;50.57228667553818;
39.8;41.62658664652088;40.753846828221654;40.04539274488745;40.910474320459954;39.016420765688714;39.80744166581883;39.9552788583324;39.16049935979064;39.400046983467824;40.38528477362922;
21.9;26.68025551224931;26.606552583119683;27.65331024274118;26.68867979077699;26.855497116208753;28.1716813674964;29.619355652659678;25.875143028318632;28.460328507622524;26.332763128024773;
26.7;25.14215831408798;23.18587770468484;24.093568667510876;25.253053751304368;24.74825808210634;24.692156708678382;25.758655121477183;25.1326586529409;26.071421012163086;24.905808067246433;
40.8;37.276496740472695;38.2249961578599;36.573604638519775;36.086789579027595;36.24306552854864;39.0046403452184;35.7025048744975;35.66723498297442;36.04871273362933;36.048160562718515;
29.4;30.14465175266757;29.7710425313786;29.277527459455506;29.60788703966295;30.434754131168194;31.42330918264191;28.79613299603195;31.48250582016386;30.272693686046686;29.500038539273156;
29.4;36.27394615954777;36.17576168586964;36.26562753706476;34.731064437006545;34.483020282727296;35.436391906658976;34.80886131074126;36.07974559138725;35.21850956127708;35.97215110916751;
32.5;34.89361567893479;35.52315066750773;37.25883269025606;35.581480320532926;35.418830627289104;35.08218949987862;37.77180146517991;35.30603933739919;36.78821863440109;35.055355309525076;
28.0;26.546647593826528;26.408301374214933;25.28177603776471;25.63263555668033;27.123810999963197;27.65824762550825;24.485480381981123;26.987622958861692;26.15613496309706;25.75194679578708;
23.8;24.725228390571623;23.29722275707317;25.744222477214105;24.272906148812876;24.53578452514759;24.049800591430717;27.770592005830274;25.06452972133315;26.74933690116283;24.788640953752342;
51.6;51.533041891361364;55.478465429702716;50.72673100668196;55.637012129030396;57.66075669072276;52.4004008949481;57.97195891920799;57.00626508111992;53.076268592650166;54.80869322249685;
41.7;45.12437099046017;43.81980525837367;43.026072945452704;42.6775497839939;44.10859502896424;45.92479816494242;42.37578859787617;45.23256228974148;43.84604603585131;42.39609528113822;
28.2;25.31424696971701;24.35874914713059;26.219167609849038;25.494035730445724;25.576477227036236;26.401439697585264;29.14025732041343;25.99900766566333;27.91965334494412;25.401408229149702;
35.0;34.9632963112717;37.97118629649668;37.47960579420263;37.20217745598296;37.822524229765705;36.48492789456068;35.15754639940425;36.67118846210217;35.51599428664902;35.19853131631494;
38.1;38.62501504348933;37.60152538520543;38.92696997700593;37.407747923256906;36.746229694628575;37.77106873453888;38.953100283515305;37.99668748163243;38.42655432831831;37.81468442916364;
